"title","avg_rating","rating_count","phone","website","address","area","city","category","images"
"The Post Box Shawarma","4.3","377","+44 161 258 2914",,"543 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 9PP, United Kingdom","Manchester Withington","Manchester","Shawarma restaurant","https://lh3.googleusercontent.com/p/AF1QipO0Vb3Yv6l52MrKSb2z7vEsFbz3SC40i6A83lNU=s4196-v1"
"The Woodstock","4.2","1899","+44 161 448 7951","thewoodstockarmsdidsbury.co.uk","The Woodstock, 139 Barlow Moor Rd, Greater, Manchester M20 2DY, United Kingdom","Manchester Withington","Manchester","Pub","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-iIcBmCORvAL4ZYD3zVdAlKAd5T0GJDFJlynonNzu3hEA0AynD6i6pUPnUa3fN24frsRgISE0wos8m4OCnhcujI2oUJ_8SY65v-Si_0saQW9zXNAd33U8pyl6B4EcGJyXDotWH=s4196-v1-pi-0-ya134-ro-0-fo100"
"Premier Massala Indian Take Away","4.4","64","+44 161 860 6050","premiermassala.co.uk","292 Barlow Moor Rd, Manchester M21 8HA, United Kingdom","Manchester Withington","Manchester","Indian takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8XDhSYst6AzCcJEO5Fkhu_ox5X7y4_SgE3zqM7WC_eviS5nwz1BBXeFNLqmQkXnKwFj_9hNcn6iZCyRodbcppYo7v8cqXsJ0uwzyfkxA5ibNTDey_lCGHbW2bPxK5HJ02OmZhzZQ=s4196-v1"
"Junipers Chorlton","4.7","370","+44 161 222 3570","facebook.com","514 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 9AW, United Kingdom","Manchester Withington","Manchester","Cafe","https://lh3.googleusercontent.com/p/AF1QipMEKlwLGMyk9IwgyRFRcVKxpTjeP6bKZ07egMct=s4196-v1"
"Indique","4.6","1024","+44 161 438 0241","indiquerestaurant.co.uk","110-112 Burton Rd, West Didsbury, Manchester M20 1LP, United Kingdom","Manchester Withington","Manchester","Modern Indian restaurant","https://lh3.googleusercontent.com/p/AF1QipOYYdgrhyA4bXbwVjXfsbBzLyvaQLm-GL9NFTb2=s4196-v1"
"Chorlton Tap","4.4","669","+44 161 861 7576","tableagent.com","533 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 0UE, United Kingdom","Manchester Withington","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipPSOYWfNJLTpJWP3Njm30esn_5Yy3eK59oAMHl3=s4196-v1"
"99 Reasons","4.7","159","+44 161 820 7726","facebook.com","99 Manchester Rd, Chorlton-cum-Hardy, Manchester M21 9GA, United Kingdom","Manchester Withington","Manchester","Cafe","https://lh3.googleusercontent.com/p/AF1QipMFI1D9tS6RskwzozaaDBboej54oCrmD8d54plt=s4196-v1"
"Progress Caribbean","4.8","78","+44 161 399 2689","progresscaribbean.com","294 Barlow Moor Rd, Manchester M21 8HA, United Kingdom","Manchester Withington","Manchester","Caribbean restaurant","https://lh3.googleusercontent.com/p/AF1QipPoaBIsD0itRAOAR3FIkTaFAoYnmpr7CH8d5Wx0=s4196-v1"
"Volta","4.5","593","+44 161 448 8887","voltafoodanddrink.co.uk","167 Burton Rd, West Didsbury, Manchester M20 2LN, United Kingdom","Manchester Withington","Manchester","Bar","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_jIKTSg93xw8xfuKetYnB-n5LZySQnXdeu3OUeaNraRteUvzPh4Ol2ney9pmbkVxw1iOJ0wDZ-5ziQ1WgVA3qJsHHodF5x8N1mAmTf2P4W91Hb42g_MqXG_k6DPFq5Gt9X-WKH9w=s4196-v1"
"The Boulevard Deli","4.6","159","+44 161 434 2051","theboulevarddeli.co.uk","22 The Blvd, West Didsbury, Manchester M20 2EU, United Kingdom","Manchester Withington","Manchester","Cafe","https://lh3.googleusercontent.com/p/AF1QipPS1qbI8gyj52KMHhQMKmJPXiUAoT59VxcUUvHs=s4196-v1"
"Super Duper Didsbury","4.5","276","+44 161 445 7118",,"27 Barlow Moor Rd, Didsbury, Manchester M20 6TN, United Kingdom","Manchester Withington","Manchester","Pizza takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8uNyzH0b2LUG3pdnSIVFRpDxJvZ-_zPfb80srUGzXcMKTlWZiPFfC34RDtjnd6ZVDVBK5Y60xZxGN_QtsNmH66rvwHaMyyutaYDk1EeTQi_Pj6Kd1WA7SF1DoGeTXCknZik-x1=s4196-v1"
"McDonald's","3.8","1499","+44 161 862 9664","mcdonalds.com","312, 316 Barlow Moor Rd, Chorlton-cum-Hardy, Manchester M21 8AY, United Kingdom","Manchester Withington","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_Qwrf5c1ZbGe1qEL9wVgomb-aHAMEQECLkJQDMfOYQwlr_4vK5ioSznIYx8YMflnO1KCnfa4polHNA1UqgFDTYi7mEoaiEJDWcUPq-GC1-WsbX-lA33QN5E48lgiaIkCKZpQwn=s4196-v1"
"Fuel Cafe Bar","4.5","884","+44 161 448 9702","facebook.com","448 Wilmslow Rd, Withington, Greater, Manchester M20 3BW, United Kingdom","Manchester Withington","Manchester","Vegetarian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_kRJv03tUQSCB2Rhg7sUZ6EE_e93IsCs1Xri7tqQ785fSb32-KC56WzNT5NZ1n-iNnNeFQw61Ib0UTJy3gyqf-jF6Xuk9gFIPRkrIzPY2hsht4p2EFKmJDCU95IRvtfbMMVwX5=s4196-v1"
"Nom Noms","4.2","214","+44 161 881 4256","instagram.com","430 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 0AS, United Kingdom","Manchester Withington","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipPMcknlCGuttfFup6asQnBUqdc4j-GeHgWdkz9E=s4196-v1"
"Golden Star","4.7","79","+44 161 881 1478",,"288 Barlow Moor Rd, Manchester M21 8HA, United Kingdom","Manchester Withington","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_Bl-xkEPyOQj1kMnhZHPLXTrWxqNWuHSl6EOsguy-mY3ZXq5mYrErLT8mhGZmUrIcxTzWZwun3HjHqqcU5BfPU1BtLYmLUKM2jjx0P1GZ_lYKeK-QFulWggVVLVQzUvY-aWO5G=s4196-v1"
"Hispi","4.7","807","+44 161 445 3996","hispi.net","1C School Ln, Didsbury, Manchester M20 6RD, United Kingdom","Manchester Withington","Manchester","Bistro","https://lh3.googleusercontent.com/p/AF1QipOVDMEuQkPvLmTeBhXOsXW6nfqulVNLCZGIJ27A=s4196-v1"
"True Manchester","4.9","450","+44 161 612 8506","truemanchester.uk","126 Burton Rd, West Didsbury, Manchester M20 1JQ, United Kingdom","Manchester Withington","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipO-r4FKMiC8vpr_oGfP7-B_-MXYWEBX_fqBXu4u=s4196-v1"
"Domus Italia Didsbury","4.4","527","+44 161 445 4252","domusitalia.co.uk","688-690 Wilmslow Rd, Didsbury, Manchester M20 2DN, United Kingdom","Manchester Withington","Manchester","Italian restaurant","https://lh3.googleusercontent.com/p/AF1QipOGKI0kY0d68KkB9m_2XhK_MAxuivDBRSLqjdOY=s4196-v1"
"First Wok","4.2","25","+44 161 882 0222",,"361 Barlow Moor Rd, Chorlton-cum-Hardy, Manchester M21 7FZ, United Kingdom","Manchester Withington","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9URWiNMsM9Ij-XDKbAPtkanySeD43WKIzWh5WOZfTwE9z4w1MsV4Sk4TomdrcwVtgSAh5k1jHZ8_uWwUczJmHXm6h46BSO4zv3NrPZAx_STXIWJIfFQN86t52F92gdyhEQarQ=s4196-v1"
"The Baths Supper Bar","3.7","133","+44 161 291 0056",,"113 Manchester Rd, Chorlton-cum-Hardy, Manchester M21 9PG, United Kingdom","Manchester Withington","Manchester","Fish and chips takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-6lrpmLB1mccir8bqMY2vvrLP64dtO8LoVD-oQPf7y0xTv3qXL9su-mgoKobjcyzyljhlS2Bru0ewhs1m-4nKOWMjgbcxqCaJjx71y1dTEzfzuVnOhpW4dKSVCb2PFNs5HzC4y=s4196-v1"
"Trevor Arms","4.3","481","+44 161 881 8209","greeneking.co.uk","135 Beech Rd, Chorlton-cum-Hardy, Manchester M21 9EQ, United Kingdom","Manchester Withington","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipPjOByEzLPXHXi4lNLbJJ2P045aR58xG4p9c1fr=s4196-v1"
"Jerk Junction ​Chorlton","4.2","759","+44 161 526 9085","jerkjunction.com","170 Manchester Rd, Firswood, Manchester M16 0DZ, United Kingdom","Manchester Withington","Manchester","Caribbean restaurant","https://lh3.googleusercontent.com/p/AF1QipNA5NHEBilz7NAJ0LNRu1cVUKLtLrOdOiLNtIvo=s4196-v1"
"Vlora Bar Restaurant Manchester","4.9","35","+44 7902 068028",,"477 Wilmslow Rd, Withington, Manchester M20 4AN, United Kingdom","Manchester Withington","Manchester","Mediterranean restaurant","https://lh3.googleusercontent.com/p/AF1QipMVwadVfD6D-bpWkVUpBCPXThYb1AfPtQqDTl1x=s4196-v1"
"Hikari Koffee","5.0","177","+44 7746 136283","instagram.com","41 Barlow Moor Rd, Didsbury, Manchester M20 6TW, United Kingdom","Manchester Withington","Manchester","Coffee shop","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_z5gxaFR7p4G4pvovcv3zWq4qa0RysMYKQvy0WtWZdwUNo2jKTg0-fcGfDF80AsMyz0sEYw7JuyRY3UYb5QwWux0krf-2_HdA03mcalWDBrz_k12i6Y_mZSeo5LDwC6H-OJLBb=s4196-v1"
"Cravings Dessert Bar","3.3","51","+44 161 881 4980",,"463 Barlow Moor Rd, Chorlton-cum-Hardy, Manchester M21 8AU, United Kingdom","Manchester Withington","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_tugEADcTqZ_Fh5MoqTerUBwyxHKL9GCa1-j7wTdaEL6-ahpcNPXXIANNSro4ZEeEMAlfoVNJEU-aSCcXfAvKeus5rndVt0fO_gJANdXk9zTIpwCkCeDtKYI-8JnJfi70aLhaVqA=s4196-v1"
"Abeja Tapas","4.8","106","+44 7540 395894","abeja-tapas.com","2a Beech Rd, Chorlton-cum-Hardy, Manchester M21 8BQ, United Kingdom","Manchester Withington","Manchester","Caterer","https://lh3.googleusercontent.com/p/AF1QipMi7t1IP7wNx2vhx8As1JTEqmM1kDbu1KIbErvv=s4196-v1"
"Pomegranate Restaurant","4.6","407","+44 161 445 7171","pomegranaterestaurant.co.uk","202 Burton Rd, West Didsbury, Manchester M20 2LW, United Kingdom","Manchester Withington","Manchester","Persian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB--jk59gRN8j5kiVeHw1lhO1hRQkOHimhDEBaWC26Br5DAPaLzq_MrQd8q7L-oBDsnxI1f8VUsaLmTcuB3tiNrsQspY7Z1iPqaSOD92YlxfjoE5hLyriyWnJYduIv_0GNhJAtKT7A=s4196-v1"
"STREET GUYS - Chorlton","3.9","14","+44 161 526 2921","street-guys.com","354 Barlow Moor Rd, Chorlton-cum-Hardy, Manchester M21 8AZ, United Kingdom","Manchester Withington","Manchester","Hamburger restaurant","https://lh3.googleusercontent.com/p/AF1QipPr4g5ZVGduGXXMJrKZCs34wRFq4HIrnmwgXRRo=s4196-v1"
"Moon Restaurant","4.7","623","+44 161 448 2898","moononline.co.uk","450-452, Wilmslow Rd, Withington, Manchester M20 3BW, United Kingdom","Manchester Withington","Manchester","Indian restaurant","https://lh3.googleusercontent.com/p/AF1QipNnNu-N89sullposgEp5C_Nz8av2AeVnyD8Ux5H=s4196-v1"
"KFC","3.0","1088","+44 20 3038 1513","kfc.co.uk","433 Barlow Moor Rd, Chorlton-cum-Hardy, Manchester M21 8AU, United Kingdom","Manchester Withington","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_0vXyElLKZeKBqwSJ8B2C7UuMCrgcLurmoggpHYwa2TS3PbAo7k8Cfuc_ZLwf1fKTGUdDI4p6M_GNm5eVkgEgCRXqSGedXIJJWv2wyBdVxxkIUwNkD_7QSFKZuoZorlVDmbL_L=s4196-v1"
"Herbivorous Vegan | Withington |","4.8","124","+44 7519 887677","herbivorousmanchester.co.uk","445 Wilmslow Rd, Withington, Manchester M20 4AN, United Kingdom","Manchester Withington","Manchester","Vegan restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB95NALGec-_XkitsjvuNeW6zsv4ZF7ERS4x8sbXLXDHI7zjgSoE6uMLW3tJopcyeGg9YeqPB0fyXurqK7fZNNkC6TdHMXSRyhXbc0s8zLPu-qLgjcEmfVa7rkVRHd1OuHQq35tmaw=s4196-v1"
"The Original Third Eye","4.6","654","+44 161 446 2300","originalthirdeye.com","661 Wilmslow Rd, Didsbury, Manchester M20 6RA, United Kingdom","Manchester Withington","Manchester","Indian restaurant","https://lh3.googleusercontent.com/p/AF1QipNhqeqcofECKEDTfVO_3Wj1YxYur37S25MII7Qe=s4196-v1"
"Atlantic Fish Bar","4.5","1409","+44 161 861 0765","atlantic-fish-bar.poi.place","Rainbow, 557 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 0AE, United Kingdom","Manchester Withington","Manchester","Fish and chips takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_dZFn81ddj70z_HIhVsZT-rcj8-DHw4sg83w31NHGhcl1xnvprrKqz6LzKPlqmKEPdV8E76CJMCEinYwI9JScfN7q-MQHJg7lRQG180Y4Dk068C6_MqbnVXPI1ZjHw5_IYqmE=s4196-v1"
"Star Pizza","4.0","69","+44 161 861 9311",,"290 Barlow Moor Rd, Manchester M21 8HA, United Kingdom","Manchester Withington","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-FKE2iuY5QAjNCCFnl91t7pD7zwTxixXGqokViWPc1wtOmlbC5fVvG8-ZW9wyeYl6Crm0G2WZWh79tbaikRPe5VIinjJ8BYSbAJe1rRpfKfAV7ojCEgsLuAXBfvCO8aSSKyOje=s4196-v1"
"Happy House Fish&chips Chinese Takeaway","4.5","137","+44 161 637 8200",,"51 Hall Ln, Wythenshawe, Manchester M23 1AQ, United Kingdom","Wythenshawe and Sale East","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/p/AF1QipM8NnXwycfJ8YycOCmwauzUN2Hu4b5kkT8NYmYC=s4196-v1"
"Shrek's Pizza","4.9","3962","+44 161 998 5111","shrekspizza.co.uk","109 Sale Rd, Northern Moor, Wythenshawe, Manchester M23 0BU, United Kingdom","Wythenshawe and Sale East","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8sAToInwRU2HB68cMukSoucr0Jf7Uwls6yv2tFv1okUPDHIJYZ69K9GJxVdtG6dMG2-P2cyMi8wvYhOeRMyb2uvdIPFjBCTvn63rF9B2KwBr1va4JIZTIRjWUeUWGHXASCIm5auA=s4196-v1"
"Kyotoya","4.6","638","+44 161 445 2555","facebook.com","28 Copson St, Withington, Manchester M20 3HB, United Kingdom","Manchester Withington","Manchester","Japanese restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-bVha3q2pXcKm59nKZto-eXZxzM2wVHQUptMthZoR2xYr5zl7NlCEGJ9xqf2ZYedA8vYTaIZdQplDO7gztjle3_CtSItJHhQUnR1BEypA00jjpMvH_h__LQfhkymd3R4L7ZXNa=s4196-v1"
"Fayrouz Restaurant","4.5","367","+44 161 613 1640",,"200 Yewtree Ln, Wythenshawe, Manchester M23 0FF, United Kingdom","Wythenshawe and Sale East","Manchester","Middle Eastern restaurant","https://lh3.googleusercontent.com/p/AF1QipNBt3BSaUDGYn-bNVjSsBwocOyx13A110paqMAq=s4196-v1"
"Yummyz","5.0","21","+44 161 546 3621","yummyznorthenden.com","343 Palatine Rd, Northenden, Wythenshawe, Manchester M22 4FY, United Kingdom","Wythenshawe and Sale East","Manchester","Chicken restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9StZwCRhdS9htA1wb6WyCVUu35RF5bmdVXZ8j86vAZ13x61mdaljDRhMtNLO3AL66dxPEc0_uU2hS5EWb1JzALXMsFg3PMJjmyCiBsbeUoEv1ZzMHctZq2ll2ceGx3ZkD9d9ST=s4196-v1"
"Shakedown","4.3","321","+44 161 791 3549","heyshakedown.co.uk","4 Ledson Rd, Wythenshawe, Manchester M23 9GB, United Kingdom","Wythenshawe and Sale East","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipN1TCjfvCTZKhTT3jdZB5drCXOnCjkWnWjgwOrR=s4196-v1"
"The Firbank Pub & Kitchen","4.3","486","+44 161 436 1135","firbankpub.com","Firbank Rd, Wythenshawe, Manchester M23 2YP, United Kingdom","Wythenshawe and Sale East","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipN2GOYKUz7ir7OixzczPZrwQf2yNflJwB0QQjOw=s4196-v1"
"Munch Bay","4.6","10","+44 161 943 4128","munchbay.co.uk","41 Button Ln, Wythenshawe, Manchester M23 0LZ, United Kingdom","Wythenshawe and Sale East","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-Lbu5EIxFaPWrJi_OfBhv_8-A8ftgQIH6Pv3evDRWrusv-ou5pli1actp4YNf-o9CKe_j-Qc3YLYKiHqYJvUY5Pngb6ZXi4CK9jHR_Sr_HSaCE0BLkHQ0_tLRgzTUQMhbKfaUF=s4196-v1"
"Chick A Ritos Wythenshawe","4.2","337","+44 161 282 1361","chickaritos.co.uk","43 Hall Ln, Wythenshawe, Manchester M23 1AQ, United Kingdom","Wythenshawe and Sale East","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9Ku5uzUJKGz1DaB7L3NqhHFJzWBrPeBL4k5Vx84XjxbBxxPO5MKIi2vob4dpH8ofNNmYwlVXgmmQ3kXWempf3weHhm_8fcJWtDtPn3xLSF5VcVJygdNDdfCX97GHNcX5Tn_vmsVw=s4196-v1"
"Smashies Wythenshawe","5.0","2","+44 161 354 9913","smashieswythenshawe.co.uk","27 Spark Rd, Wythenshawe, Manchester M23 1DQ, United Kingdom","Wythenshawe and Sale East","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_quSkxHCBGd1_NnkP_fP5LeSAZAkXMom_mpSrLlfhG9X4-4sOWz4WJX5S9eRyaeXfTFxaSY4qxU4plPUncX6mhI-Iw-1mSxU9rK_EuXongZ-atEVyyJWTP25zZR-RrEnZwltVXYPYSYke9=s4196-v1"
"McDonald's","3.5","2459","+44 161 998 2858","mcdonalds.com","Near Wythenshawe Hospital, 674 Altrincham Rd, Baguley, Wythenshawe, Manchester M23 9AA, United Kingdom","Wythenshawe and Sale East","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_UVdFbBMkvb--AVhzJ86J5JVGOeKbkisCe9d-eus0rnl0xpa-30OneklTQPhHnLcQhQ5cH4sMK9n3-TJuWJXCm3zy0LU9dyJDJI8qgnJP3X2w2uHhEZRJBJq08ggCReT6yy7M=s4196-v1"
"G2 Grand Grill","4.8","99","+44 161 215 3606","g2grandgrill.co.uk","72 Church Rd, Northenden, Wythenshawe, Manchester M22 4NW, United Kingdom","Wythenshawe and Sale East","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/p/AF1QipM-NmZVa4NzB_1U49UKIR7eNaiegtgfJOCBDxFa=s4196-v1"
"Palazzo Malabar Wythenshawe","4.3","75","+44 7836 340007","palazzomalabar.co.uk","101 Sale Rd, Northern Moor, Wythenshawe, Manchester M23 0BQ, United Kingdom","Wythenshawe and Sale East","Manchester","South Indian restaurant","https://lh3.googleusercontent.com/p/AF1QipPyj-5W2gDOMGqYOzPrBssCoH1mCnANPNqZtjOn=s4196-v1"
"Oh My Pho","4.9","99","+44 161 518 8682","ohmyphomcr.com","384 Palatine Rd, Northenden, Wythenshawe, Manchester M22 4FZ, United Kingdom","Wythenshawe and Sale East","Manchester","Vietnamese restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-Agnfcs10PovLyjD020o6aJiCtK8LdnBu4fPmoVEVzZQXFJfs-e9Y_Y7hNcSI_VdjI-yllWxE74g34uWOSCQtOz1X4InyT0-pHghzuKtlV8OFfUU6qWb_6LMkIebH_EDQYaB0=s4196-v1"
"Friends Takeaway","4.3","65","+44 161 526 4009","friendstakeawaywythenshawe.com","21 Bowland Rd, Wythenshawe, Manchester M23 1JP, United Kingdom","Wythenshawe and Sale East","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_XAkKLfIUe7xKMgvbsQGxnKJ0d_1AHx1yvWBtUMYlSagr8Xe5l8ZMGYGenb7XMc0Ob4a4gVK4GynQ8PiEq2TjkDp_IdUq4h3_T8m7FTybCFmtjPQ3NFBcom00v4-1FpQ95gayq=s4196-v1"
"Gardeners Arms","4.2","368","+44 161 503 0520","robinsonsbrewery.com","Wythenshawe Rd, Wythenshawe, Manchester M23 9DD, United Kingdom","Wythenshawe and Sale East","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipO4v8AAWZi3hjH5gUmWcnYCp1wkeJDstwIOUdyx=s4196-v1"
"Foodbae","4.8","293","+44 7871 377717","foodbaemcr.com","service yard, Rowlandsway, Civic Centre, Wythenshawe, Manchester M22 5RG, United Kingdom","Wythenshawe and Sale East","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipP_xRKij7Oz-1-M7tjPDvd7YW3fpfX8uke1YuUx=s4196-v1"
"Pizza Box And Grill","3.7","182","+44 161 945 0444","pizzaboxandgrillmanchester.com","172-174 Hollyhedge Rd, Wythenshawe, Manchester M22 9UE, United Kingdom","Wythenshawe and Sale East","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-O_yodk5Yo6oJcOh8fwSR2aHSiFIUO4V_aZ3r2d6SgCdFjCWeeVRmQ2vWmpWVofq9CVgLjN2vSjUOjN1R14IkbrUNjMwgiCAfteuzRvvRwxBuRXmwxbLrnfstl-fRC9o6saB4AQA=s4196-v1"
"G's Gourmet Kitchen","4.5","43",,"ggourmetkitchen.co.uk","23 Newhall Dr, Wythenshawe, Manchester M23 0LB, United Kingdom","Wythenshawe and Sale East","Manchester","Caribbean restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB86sMwH-k5qO1vzs8zenTG77tDSn5T8t1gbM9a4tz9tJxEVHGXaThwqU7ymgZ7BTPnjy3QHAVLswaCR7xZ6wYPPQo_xIah2_8tqGKP8bPqd-Sss9stkOKIWDhNsa7ssAKzo5A2sJw=s4196-v1"
"Viet Guy","4.7","708","+44 161 945 4555","vietguyrestaurant.co.uk","338 Palatine Rd, Northenden, Wythenshawe, Manchester M22 4HE, United Kingdom","Wythenshawe and Sale East","Manchester","Vietnamese restaurant","https://lh3.googleusercontent.com/p/AF1QipOqSR8uWXORtr8Ac8ctCLUl4428XDG7-ycqtqFL=s4196-v1"
"The Mess Cafe","4.7","414","+44 161 946 9496","themessmanchester.co.uk","Lancaster House, Harper Rd, Sharston, Wythenshawe, Manchester M22 4RG, United Kingdom","Wythenshawe and Sale East","Manchester","Cafe","https://lh3.googleusercontent.com/p/AF1QipNQMQ3TUpzJFz7lwR1p4ouVNkZHVxzuECjZ9ifG=s4196-v1"
"Bobo Goa","4.3","211","+44 161 998 4805","bobogoa.co.uk","185 Hollyhedge Rd, Wythenshawe, Manchester M22 8UE, United Kingdom","Wythenshawe and Sale East","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/p/AF1QipNIv-6J4dd0sAN9msLzFrTpbfod9y8lsBQK7FB8=s4196-v1"
"Bombay Flavours","4.6","241","+44 161 425 6840","bombayflavours.com","299, 301 Palatine Rd, Northenden, Wythenshawe, Manchester M22 4HH, United Kingdom","Wythenshawe and Sale East","Manchester","Indian restaurant","https://lh3.googleusercontent.com/p/AF1QipOVLJ1z5X8jfZXOGoOq2toq6o0c_kKcBDYk32Gd=s4196-v1"
"The Pizzeria","4.9","125","+44 161 637 1140","thepizzeriamcronline.com","309 Palatine Rd, Northenden, Wythenshawe, Manchester M22 4HH, United Kingdom","Wythenshawe and Sale East","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/p/AF1QipM_-jS7JoM4gJhEC0eQUVr2Pr4wT5lRCAO1rMl9=s4196-v1"
"Brewch. Manchester","4.8","224","+44 161 264 8029","instagram.com","53-55 Gatley Grn, Gatley, Cheadle SK8 4NF, United Kingdom","Cheadle","Manchester","Brunch restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_LyMtFyq_9TTuUsetZCsHP3B_ubAUXMU6TxwnNnF_9s-vdP9dFsGgmIvVzYg_t2s5YXpaTv6zQK2WuHJjLpgY0l4Oi-XxwV2BDREuu7nXj2DiP-w95itrYSYHGH4uqaIviwHwm=s4196-v1"
"Farmers Arms","4.2","872","+44 161 998 2244","greeneking.co.uk","26 Longley Ln, Northenden, Wythenshawe, Manchester M22 4JR, United Kingdom","Wythenshawe and Sale East","Manchester","Pub","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8R8JY7hoO3vrc5HVB9Z2CaXASoDh7JWyPd8V_hWL_TS2dtyNRSGCH4InwZvk29-ur384yh66EfHJLS4G-6zFo7xR8RU1x1DyR0WLgaxpkxv69iJx_7k1J8IRnt-PDBCEdglUGd=s4196-v1"
"Forty Three","4.1","59","+44 161 637 0820","fortythreeonline.co.uk","43 Peel Hall Rd, Wythenshawe, Manchester M22 5DW, United Kingdom","Wythenshawe and Sale East","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipNu48JsHdhkgpZM5eU_QhlrSEcx7jj3Os3aCH_d=s4196-v1"
"Yue Yee House","3.9","118","+44 161 498 8884","yueyeehouse.co.uk","303 Greenbrow Rd, Wythenshawe, Manchester M23 2UH, United Kingdom","Wythenshawe and Sale East","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9Pcrfe7xWylsov5RWdYvcoXNvkE3aSn_qvngm73o6qGSsCz86wET41cBwUHRvDPYp1siOFhUWaVFSz0uG5W87DetTCpmKurcHpwDOVsNGB7MYfAO_7DIs4GxHFuUzctRox5uiD=s4196-v1"
"Bhaji Pala","4.8","492","+44 161 637 4420","bhajipalarestaurant.co.uk","2 Old Hall Rd, Gatley, Cheadle SK8 4BE, United Kingdom","Cheadle","Manchester","Vegan restaurant","https://lh3.googleusercontent.com/p/AF1QipOKg719XRFtWKJfeWEPo5ecj-K8X0gbKdNUSmC9=s4196-v1"
"The Wok King Wythenshawe","3.8","55","+44 161 902 0396","thewokking-wythenshawe.co.uk","132 Royal Oak Rd, Wythenshawe, Manchester M23 1FB, United Kingdom","Wythenshawe and Sale East","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/p/AF1QipNy5xsle0ERR3rt0o46VeojiEM9O1otu7aecODI=s4196-v1"
"Luckys Wythenshawe","4.7","36","+44 161 523 3649","luckyswythenshawe.co.uk","71 Church Rd, Northenden, Wythenshawe, Manchester M22 4WD, United Kingdom","Wythenshawe and Sale East","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipM6E1AvCGkdYRwbZE287JwEv7DeTk_qKAl1-kvR=s4196-v1"
"J.S. Rhythm Grill","3.8","215","+44 161 998 2356","jsrhythmcaribbeanandenglish.co.uk","289 Palatine Rd, Northenden, Wythenshawe, Manchester M22 4ET, United Kingdom","Wythenshawe and Sale East","Manchester","Caribbean restaurant","https://lh3.googleusercontent.com/p/AF1QipNnnu9NYJAzpw7VoAOa-lzdGJVyAQ4iykUTyYqA=s4196-v1"
